model,source_cell,donor_cell,contrast_file,layer,hook,token_position,control,n_train,n_test,vector_l2_norm,alpha,mean_delta_gold_logit,median_delta_gold_logit,mean_delta_gold_rank,baseline_top1_rate,steered_top1_rate,top1_improvement,best_alpha_by_delta_logit,best_alpha_by_top1_improvement,std_delta_gold_logit,median_delta_gold_rank,std_delta_gold_rank,n_rows,random_control_mean_delta_gold_logit,random_control_std_delta_gold_logit,random_control_mean_top1_improvement,random_control_std_top1_improvement
Qwen/Qwen2.5-3B,B,D,dataset\processed\qwen2.5-3b\noisy_contrast_examples.json,32,resid_post,final_prompt_token,none,72,32,94.50843048095703,0.0,0.0,0.0,0.0,0.09375,0.09375,0.0,1.0,0.25,0.0,0.0,0.0,32,,,,
Qwen/Qwen2.5-3B,B,D,dataset\processed\qwen2.5-3b\noisy_contrast_examples.json,32,resid_post,final_prompt_token,none,72,32,94.50843048095703,0.25,0.7177734375,0.6171875,5.4375,0.09375,0.15625,0.0625,1.0,0.25,0.4316925431870022,0.0,24.65630941057481,32,,,,
Qwen/Qwen2.5-3B,B,D,dataset\processed\qwen2.5-3b\noisy_contrast_examples.json,32,resid_post,final_prompt_token,none,72,32,94.50843048095703,0.5,1.295166015625,1.1875,6.75,0.09375,0.125,0.03125,1.0,0.25,0.8940294682448557,0.0,29.75945227990596,32,,,,
Qwen/Qwen2.5-3B,B,D,dataset\processed\qwen2.5-3b\noisy_contrast_examples.json,32,resid_post,final_prompt_token,none,72,32,94.50843048095703,0.75,1.6357421875,1.5234375,6.8125,0.09375,0.125,0.03125,1.0,0.25,1.3285640215337629,0.0,30.734180381946093,32,,,,
Qwen/Qwen2.5-3B,B,D,dataset\processed\qwen2.5-3b\noisy_contrast_examples.json,32,resid_post,final_prompt_token,none,72,32,94.50843048095703,1.0,1.69384765625,1.4453125,6.6875,0.09375,0.125,0.03125,1.0,0.25,1.7248619991884877,0.5,30.502497336283795,32,,,,
